user_id,feature,event_type,event_time
user_00651,reporting,engagement,2021-03-27 19:23:00
user_00268,search,engagement,2021-03-16 13:14:00
user_01296,notifications,engagement,2021-11-01 08:05:00
user_00847,search,engagement,2021-04-05 17:34:00
user_00686,search,engagement,2021-01-23 14:03:00
user_00933,search,engagement,2021-03-29 09:50:00
user_01181,export,engagement,2021-12-07 20:48:00
user_00018,bulk_edit,engagement,2021-02-19 18:29:00
user_00982,notifications,engagement,2021-06-12 20:10:00
user_01079,export,engagement,2021-09-15 10:07:00
user_01192,notifications,engagement,2021-02-17 15:41:00
user_01100,search,engagement,2021-04-22 10:49:00
user_00566,notifications,engagement,2021-06-27 10:13:00
user_01125,search,engagement,2021-03-27 11:28:00
user_01143,notifications,engagement,2021-10-17 12:58:00
user_01182,export,engagement,2021-09-02 18:27:00
user_00246,bulk_edit,engagement,2021-05-01 08:49:00
user_01265,dashboard,engagement,2021-04-14 12:02:00
user_00690,bulk_edit,engagement,2021-11-11 17:26:00
user_00043,dashboard,engagement,2021-04-05 19:23:00
user_00054,search,engagement,2021-07-23 14:39:00
user_00623,dashboard,engagement,2021-02-17 20:34:00
user_00108,dashboard,engagement,2021-11-10 18:27:00
user_00905,notifications,engagement,2021-10-18 19:18:00
user_01282,search,engagement,2021-10-21 10:42:00
user_00028,reporting,engagement,2021-10-23 18:26:00
user_01009,reporting,engagement,2021-11-03 11:08:00
user_00162,notifications,engagement,2021-08-21 16:35:00
user_00950,notifications,engagement,2021-07-24 15:45:00
user_01128,export,engagement,2021-05-16 14:31:00
user_00490,dashboard,engagement,2021-01-25 17:52:00
user_00784,export,engagement,2021-09-10 14:39:00
user_00449,dashboard,engagement,2021-06-09 10:44:00
user_01113,search,engagement,2021-08-14 18:29:00
user_01267,export,engagement,2021-05-31 13:08:00
user_00225,dashboard,engagement,2021-01-25 11:30:00
user_00473,export,engagement,2021-05-28 14:08:00
user_01315,notifications,engagement,2021-02-06 15:16:00
user_00901,dashboard,engagement,2021-09-01 13:10:00
user_01150,bulk_edit,engagement,2021-02-27 19:51:00
user_00674,notifications,engagement,2021-03-25 11:06:00
user_00556,dashboard,engagement,2021-03-18 10:07:00
user_00734,search,engagement,2021-09-11 15:36:00
user_00624,search,engagement,2021-02-16 12:25:00
user_00005,reporting,engagement,2021-05-31 08:37:00
user_00933,bulk_edit,engagement,2021-03-26 09:24:00
user_00753,dashboard,engagement,2021-08-04 16:20:00
user_00082,bulk_edit,engagement,2021-06-21 09:30:00
user_00908,notifications,engagement,2021-11-01 17:50:00
user_00165,search,engagement,2021-06-04 11:30:00
user_01012,reporting,engagement,2021-03-04 17:16:00
user_01032,search,engagement,2021-03-16 19:23:00
user_00640,reporting,engagement,2021-10-12 08:13:00
user_01487,search,engagement,2021-03-11 08:17:00
user_00019,bulk_edit,engagement,2021-05-19 16:35:00
user_00044,notifications,engagement,2021-02-13 09:59:00
user_01048,export,engagement,2021-09-03 08:10:00
user_00554,search,engagement,2021-06-22 11:08:00
user_01114,export,engagement,2021-09-24 19:46:00
user_01234,bulk_edit,engagement,2021-10-09 16:24:00
user_00587,dashboard,engagement,2021-01-20 14:21:00
user_00442,reporting,engagement,2021-02-11 14:02:00
user_00600,search,engagement,2021-07-21 09:39:00
user_00556,dashboard,engagement,2021-03-29 10:01:00
user_00082,reporting,engagement,2021-07-06 14:48:00
user_01484,reporting,engagement,2021-01-26 08:48:00
user_00889,bulk_edit,engagement,2021-07-21 20:22:00
user_01333,search,engagement,2021-03-29 17:06:00
user_00350,notifications,engagement,2021-01-29 13:06:00
user_00735,reporting,engagement,2021-04-14 16:53:00
user_00701,notifications,engagement,2021-11-10 10:28:00
user_00159,notifications,engagement,2021-05-08 17:03:00
user_00584,search,engagement,2021-01-27 17:58:00
user_01003,notifications,engagement,2021-09-03 20:06:00
user_00838,dashboard,engagement,2021-06-05 20:08:00
user_00921,search,engagement,2021-01-28 10:09:00
user_00157,notifications,engagement,2021-09-17 11:21:00
user_00112,reporting,engagement,2021-11-06 20:11:00
user_00701,bulk_edit,engagement,2021-10-28 11:33:00
user_00642,search,engagement,2021-04-02 12:02:00
user_00292,reporting,engagement,2021-05-02 20:44:00
user_00565,bulk_edit,engagement,2021-10-24 16:19:00
user_00570,search,engagement,2021-03-05 18:05:00
user_00693,reporting,engagement,2021-07-20 17:06:00
user_00998,dashboard,engagement,2021-01-14 09:19:00
user_00220,export,engagement,2021-04-12 15:56:00
user_01096,search,engagement,2021-07-30 17:37:00
user_01354,bulk_edit,engagement,2021-10-19 19:59:00
user_00668,search,engagement,2021-08-26 13:40:00
user_00737,search,engagement,2021-10-14 15:48:00
user_01055,notifications,engagement,2021-07-03 11:28:00
user_00045,search,engagement,2021-05-17 10:19:00
user_01034,dashboard,engagement,2021-10-28 13:27:00
user_00231,search,engagement,2021-04-28 08:16:00
user_00158,search,engagement,2021-10-03 13:31:00
user_00790,reporting,engagement,2021-11-02 10:37:00
user_01493,reporting,engagement,2021-10-04 10:48:00
user_01366,export,engagement,2021-02-25 17:59:00
user_01077,notifications,engagement,2021-09-06 14:04:00
user_00808,search,engagement,2021-02-26 14:40:00
user_00130,search,engagement,2021-03-08 17:10:00
user_01431,dashboard,engagement,2021-09-17 16:28:00
user_00075,bulk_edit,engagement,2021-04-20 17:21:00
user_00684,search,engagement,2021-02-12 08:01:00
user_01123,export,engagement,2021-08-12 14:54:00
user_00055,search,engagement,2021-11-06 18:37:00
user_00034,bulk_edit,engagement,2021-08-22 19:44:00
user_00463,notifications,engagement,2021-03-31 13:42:00
user_01096,search,engagement,2021-07-07 15:20:00
user_00566,notifications,engagement,2021-07-10 15:40:00
user_00596,notifications,engagement,2021-07-08 18:53:00
user_00171,bulk_edit,engagement,2021-04-09 19:48:00
user_00262,dashboard,engagement,2021-08-14 08:13:00
user_00977,reporting,engagement,2021-03-27 09:00:00
user_00044,notifications,engagement,2021-02-13 16:51:00
user_00512,dashboard,engagement,2021-06-26 17:18:00
user_00301,bulk_edit,engagement,2021-04-29 08:27:00
user_01405,export,engagement,2021-08-24 17:04:00
user_01155,notifications,engagement,2021-10-12 15:11:00
user_01143,notifications,engagement,2021-10-05 18:11:00
user_01372,dashboard,engagement,2021-04-16 12:52:00
user_01210,bulk_edit,engagement,2021-08-06 17:32:00
user_00197,dashboard,engagement,2021-03-15 20:53:00
user_00399,dashboard,engagement,2021-10-14 18:11:00
user_00263,bulk_edit,engagement,2021-08-05 17:57:00
user_01056,notifications,engagement,2021-03-29 11:01:00
user_01301,search,engagement,2021-03-23 19:18:00
user_01193,dashboard,engagement,2021-06-04 08:24:00
user_01439,notifications,engagement,2021-03-14 12:37:00
user_01181,bulk_edit,engagement,2021-11-13 08:49:00
user_01459,export,engagement,2021-05-25 10:16:00
user_00847,reporting,engagement,2021-03-30 18:18:00
user_01200,search,engagement,2021-08-25 20:13:00
user_00854,search,engagement,2021-08-02 13:13:00
user_00701,notifications,engagement,2021-11-18 15:40:00
user_01149,export,engagement,2021-08-19 20:51:00
user_00456,reporting,engagement,2021-06-24 17:24:00
user_00718,search,engagement,2021-03-04 19:05:00
user_00812,bulk_edit,engagement,2021-08-11 16:36:00
user_00072,dashboard,engagement,2021-06-03 13:15:00
user_00230,notifications,engagement,2021-06-27 13:39:00
user_00769,search,engagement,2021-05-16 11:00:00
user_00127,search,engagement,2021-05-30 16:49:00
user_00818,bulk_edit,engagement,2021-06-15 13:59:00
user_00367,search,engagement,2021-07-05 20:42:00
user_00866,search,engagement,2021-09-17 17:53:00
user_00858,dashboard,engagement,2021-05-27 20:49:00
user_01223,search,engagement,2021-05-28 16:18:00
user_00646,search,engagement,2021-10-25 17:36:00
user_00382,search,engagement,2021-09-14 15:12:00
user_01446,bulk_edit,engagement,2021-02-19 10:25:00
user_00071,notifications,engagement,2021-08-27 14:14:00
user_01045,search,engagement,2021-08-15 15:41:00
user_01078,notifications,engagement,2021-08-27 14:57:00
user_00988,search,engagement,2021-10-25 17:41:00
user_01306,export,engagement,2021-02-22 14:01:00
user_01480,dashboard,engagement,2021-10-20 13:13:00
user_00570,search,engagement,2021-02-12 15:48:00
user_00395,dashboard,engagement,2021-01-20 20:50:00
user_01487,search,engagement,2021-03-01 14:57:00
user_01045,search,engagement,2021-09-02 10:27:00
user_00028,search,engagement,2021-10-22 12:37:00
user_01282,bulk_edit,engagement,2021-10-20 08:49:00
user_00418,dashboard,engagement,2021-04-01 08:04:00
user_00791,notifications,engagement,2021-03-12 15:26:00
user_00328,search,engagement,2021-02-21 11:09:00
user_00500,notifications,engagement,2021-07-03 13:05:00
user_00836,dashboard,engagement,2021-08-13 12:58:00
user_00416,dashboard,engagement,2021-02-17 15:10:00
user_00569,search,engagement,2021-04-30 10:37:00
user_01464,reporting,engagement,2021-02-16 16:01:00
user_01340,notifications,engagement,2021-09-21 11:51:00
user_00606,notifications,engagement,2021-10-31 11:28:00
user_01414,bulk_edit,engagement,2021-06-01 12:53:00
user_00628,reporting,engagement,2021-09-01 17:20:00
user_00325,dashboard,engagement,2021-09-09 08:38:00
user_00288,reporting,engagement,2021-09-10 08:19:00
user_01423,dashboard,engagement,2021-05-23 19:01:00
user_00847,bulk_edit,engagement,2021-03-16 19:35:00
user_00123,export,engagement,2021-09-26 20:04:00
user_01217,search,engagement,2021-04-29 11:05:00
user_00403,dashboard,engagement,2021-07-03 18:09:00
user_00145,search,engagement,2021-01-28 13:09:00
user_00579,search,engagement,2021-08-25 09:59:00
user_00281,export,engagement,2021-03-10 09:39:00
user_00131,search,engagement,2021-02-20 17:18:00
user_01157,export,engagement,2021-10-13 17:11:00
user_00873,search,engagement,2021-08-15 11:31:00
user_00399,search,engagement,2021-10-02 16:34:00
user_00720,export,engagement,2021-09-15 15:34:00
user_01110,bulk_edit,engagement,2021-09-24 09:55:00
user_00996,bulk_edit,engagement,2021-04-15 08:04:00
user_01315,notifications,engagement,2021-02-18 16:18:00
user_00056,search,engagement,2021-08-07 20:11:00
user_01055,dashboard,engagement,2021-07-17 16:56:00
user_01469,search,engagement,2021-01-07 11:55:00
user_01203,notifications,engagement,2021-09-18 17:48:00
user_00552,reporting,engagement,2021-05-29 19:01:00
user_00571,search,engagement,2021-08-23 14:42:00
user_00349,bulk_edit,engagement,2021-03-17 09:21:00
user_00270,notifications,engagement,2021-09-01 16:35:00
user_01431,dashboard,engagement,2021-09-24 14:59:00
user_00191,export,engagement,2021-01-31 14:37:00
user_01414,notifications,engagement,2021-06-22 12:45:00
user_00977,reporting,engagement,2021-03-26 12:33:00
user_01485,search,engagement,2021-05-13 14:39:00
user_01113,dashboard,engagement,2021-08-21 10:42:00
user_01041,search,engagement,2021-05-18 19:43:00
user_01059,export,engagement,2021-09-02 12:52:00
user_01479,notifications,engagement,2021-04-01 16:32:00
user_01214,notifications,engagement,2021-05-26 13:39:00
user_01161,bulk_edit,engagement,2021-10-10 14:40:00
user_00065,search,engagement,2021-03-16 20:39:00
user_00365,search,engagement,2021-04-26 12:35:00
user_01166,bulk_edit,engagement,2021-06-10 16:14:00
user_01005,export,engagement,2021-11-02 09:09:00
user_01193,dashboard,engagement,2021-05-22 19:14:00
user_01275,export,engagement,2021-09-04 16:27:00
user_01249,search,engagement,2021-04-26 16:19:00
user_01231,reporting,engagement,2021-01-25 11:56:00
user_00642,search,engagement,2021-03-30 08:20:00
user_00864,reporting,engagement,2021-03-31 20:34:00
user_00017,search,engagement,2021-11-21 12:14:00
user_00737,dashboard,engagement,2021-10-14 15:26:00
user_00173,search,engagement,2021-06-06 11:29:00
user_00269,search,engagement,2021-06-09 09:45:00
user_00847,reporting,engagement,2021-03-29 15:55:00
user_00645,notifications,engagement,2021-07-27 19:16:00
user_01312,bulk_edit,engagement,2021-10-10 18:22:00
user_00549,dashboard,engagement,2021-03-29 18:48:00
user_01280,reporting,engagement,2021-06-23 20:45:00
user_00399,bulk_edit,engagement,2021-10-08 17:49:00
user_00365,search,engagement,2021-04-23 18:16:00
user_00930,dashboard,engagement,2021-10-11 09:18:00
user_01211,reporting,engagement,2021-06-12 17:52:00
user_01215,search,engagement,2021-04-08 10:10:00
user_00399,dashboard,engagement,2021-10-09 13:40:00
user_00585,dashboard,engagement,2021-03-23 14:54:00
user_01034,bulk_edit,engagement,2021-10-28 17:08:00
user_00569,bulk_edit,engagement,2021-05-03 18:28:00
user_00941,notifications,engagement,2021-11-19 11:51:00
user_01269,search,engagement,2021-04-03 16:07:00
user_00451,dashboard,engagement,2021-08-28 09:03:00
user_01426,bulk_edit,engagement,2021-03-02 09:03:00
user_00248,search,engagement,2021-08-24 12:33:00
user_00273,search,engagement,2021-06-30 16:12:00
user_00060,search,engagement,2021-06-14 16:22:00
user_00190,reporting,engagement,2021-10-19 12:25:00
user_00675,reporting,engagement,2021-09-02 09:41:00
user_00172,bulk_edit,engagement,2021-10-22 11:07:00
user_00043,search,engagement,2021-04-05 20:16:00
user_00251,notifications,engagement,2021-07-30 13:08:00
user_00418,bulk_edit,engagement,2021-03-09 20:01:00
user_00202,dashboard,engagement,2021-02-07 13:11:00
user_01422,reporting,engagement,2021-08-24 20:00:00
user_00277,notifications,engagement,2021-04-20 18:24:00
user_00088,reporting,engagement,2021-01-25 14:34:00
user_01119,notifications,engagement,2021-09-07 08:17:00
user_00281,search,engagement,2021-02-22 15:07:00
user_01051,dashboard,engagement,2021-05-16 11:51:00
user_00870,notifications,engagement,2021-04-11 16:32:00
user_01282,search,engagement,2021-10-18 15:06:00
user_01049,dashboard,engagement,2021-02-25 09:13:00
user_01216,notifications,engagement,2021-07-15 14:55:00
user_01239,notifications,engagement,2021-08-08 11:32:00
user_00774,search,engagement,2021-09-22 11:06:00
user_01003,notifications,engagement,2021-09-09 14:42:00
user_01168,search,engagement,2021-04-29 16:20:00
user_00488,search,engagement,2021-09-15 14:11:00
user_00971,reporting,engagement,2021-02-11 17:45:00
user_01271,notifications,engagement,2021-02-14 10:17:00
user_01319,search,engagement,2021-09-28 08:43:00
user_01467,bulk_edit,engagement,2021-06-24 12:02:00
user_00653,bulk_edit,engagement,2021-06-30 16:04:00
user_00039,bulk_edit,engagement,2021-10-05 17:52:00
user_00050,notifications,engagement,2021-05-02 14:17:00
user_00739,dashboard,engagement,2021-01-26 17:27:00
user_00064,search,engagement,2021-01-17 09:33:00
user_00347,notifications,engagement,2021-07-03 10:29:00
user_00375,search,engagement,2021-09-22 10:56:00
user_00515,reporting,engagement,2021-05-13 08:34:00
user_01321,export,engagement,2021-05-30 12:19:00
user_01407,export,engagement,2021-06-07 14:45:00
user_00118,search,engagement,2021-08-03 13:10:00
user_00742,notifications,engagement,2021-06-15 17:39:00
user_01012,reporting,engagement,2021-02-27 13:34:00
user_00698,notifications,engagement,2021-05-11 19:46:00
user_01157,export,engagement,2021-10-15 12:27:00
user_00923,notifications,engagement,2021-07-02 08:11:00
user_01252,dashboard,engagement,2021-04-30 20:55:00
user_00185,notifications,engagement,2021-09-26 14:01:00
user_01258,dashboard,engagement,2021-05-25 13:20:00
user_00534,search,engagement,2021-03-11 15:37:00
user_00028,search,engagement,2021-10-02 18:10:00
user_01491,notifications,engagement,2021-02-05 17:51:00
user_00165,search,engagement,2021-06-04 12:48:00
user_01328,export,engagement,2021-05-23 09:34:00
user_01129,dashboard,engagement,2021-09-21 13:31:00
user_00208,search,engagement,2021-10-21 14:50:00
user_00873,search,engagement,2021-08-09 15:37:00
user_00739,dashboard,engagement,2021-01-28 11:00:00
user_00015,reporting,engagement,2021-02-27 08:03:00
user_01177,search,engagement,2021-11-02 17:03:00
user_01225,dashboard,engagement,2021-05-16 13:02:00
user_01382,search,engagement,2021-09-14 09:57:00
user_01319,search,engagement,2021-09-10 16:28:00
user_00202,dashboard,engagement,2021-02-03 09:05:00
user_00851,dashboard,engagement,2021-05-25 10:52:00
user_00267,dashboard,engagement,2021-02-09 15:09:00
user_00347,search,engagement,2021-06-17 16:40:00
user_00490,export,engagement,2021-01-20 13:27:00
user_00362,search,engagement,2021-05-29 11:36:00
user_01086,search,engagement,2021-06-03 11:52:00
user_00343,reporting,engagement,2021-01-20 15:35:00
user_00324,search,engagement,2021-10-02 11:38:00
user_01214,dashboard,engagement,2021-05-11 11:02:00
user_00429,dashboard,engagement,2021-08-08 11:23:00
user_00173,search,engagement,2021-06-07 19:46:00
user_01215,search,engagement,2021-04-03 20:26:00
user_00620,notifications,engagement,2021-06-27 09:38:00
user_00589,reporting,engagement,2021-08-13 13:53:00
user_00716,notifications,engagement,2021-02-07 19:08:00
user_01173,bulk_edit,engagement,2021-11-11 17:24:00
user_00678,export,engagement,2021-04-21 08:55:00
user_01437,notifications,engagement,2021-06-18 08:15:00
user_00184,export,engagement,2021-05-16 16:11:00
user_00610,dashboard,engagement,2021-08-24 19:15:00
user_00469,export,engagement,2021-03-30 20:13:00
user_00060,search,engagement,2021-06-19 11:27:00
user_00080,bulk_edit,engagement,2021-05-14 11:41:00
user_01312,bulk_edit,engagement,2021-10-08 12:50:00
user_00601,search,engagement,2021-12-06 08:30:00
user_01088,export,engagement,2021-08-15 19:48:00
user_00656,notifications,engagement,2021-09-26 15:47:00
user_00752,export,engagement,2021-05-27 19:12:00
user_01237,export,engagement,2021-10-18 16:57:00
user_00046,bulk_edit,engagement,2021-09-26 16:53:00
user_00247,export,engagement,2021-04-29 08:15:00
user_01401,dashboard,engagement,2021-01-10 19:50:00
user_01126,search,engagement,2021-09-08 18:15:00
user_00660,search,engagement,2021-03-12 11:23:00
user_00715,export,engagement,2021-03-02 16:30:00
user_00413,search,engagement,2021-06-11 08:27:00
user_01500,search,engagement,2021-04-12 11:48:00
user_00693,reporting,engagement,2021-07-23 15:38:00
user_00324,notifications,engagement,2021-10-05 16:40:00
user_00768,search,engagement,2021-08-01 18:37:00
user_01262,search,engagement,2021-06-16 12:56:00
user_00715,search,engagement,2021-03-21 09:51:00
user_00349,reporting,engagement,2021-02-27 18:48:00
user_01407,notifications,engagement,2021-06-25 12:29:00
user_00695,notifications,engagement,2021-09-17 08:46:00
user_01093,dashboard,engagement,2021-08-13 16:05:00
user_00710,bulk_edit,engagement,2021-06-23 12:06:00
user_00456,reporting,engagement,2021-06-20 11:05:00
user_00303,search,engagement,2021-03-26 12:57:00
user_00772,search,engagement,2021-03-03 15:23:00
user_01169,search,engagement,2021-01-14 12:15:00
user_00384,export,engagement,2021-11-06 17:19:00
user_00281,bulk_edit,engagement,2021-02-22 11:03:00
user_01027,reporting,engagement,2021-10-29 09:19:00
user_01187,bulk_edit,engagement,2021-02-02 15:44:00
user_00888,notifications,engagement,2021-08-18 19:38:00
user_00828,reporting,engagement,2021-02-24 16:13:00
user_00813,reporting,engagement,2021-08-03 16:45:00
user_00785,dashboard,engagement,2021-08-28 17:40:00
user_01221,export,engagement,2021-07-17 08:13:00
user_01211,reporting,engagement,2021-05-22 12:06:00
user_00100,bulk_edit,engagement,2021-10-13 13:54:00
user_00451,dashboard,engagement,2021-08-30 20:43:00
user_00976,dashboard,engagement,2021-04-07 13:21:00
user_00281,search,engagement,2021-02-21 17:21:00
user_01301,search,engagement,2021-03-27 14:40:00
user_00686,bulk_edit,engagement,2021-02-05 14:15:00
user_00589,reporting,engagement,2021-08-10 20:02:00
user_01399,bulk_edit,engagement,2021-06-05 14:04:00
user_01055,notifications,engagement,2021-07-11 15:07:00
user_01025,reporting,engagement,2021-07-26 16:02:00
user_00941,notifications,engagement,2021-11-15 10:08:00
user_00086,dashboard,engagement,2021-11-07 19:47:00
user_00173,search,engagement,2021-06-15 16:48:00
user_01383,dashboard,engagement,2021-07-11 08:22:00
user_00028,export,engagement,2021-10-07 08:00:00
user_00827,search,engagement,2021-09-07 17:44:00
user_01212,search,engagement,2021-06-21 18:29:00
user_00905,notifications,engagement,2021-10-02 14:21:00
user_00354,search,engagement,2021-10-22 13:28:00
user_00434,reporting,engagement,2021-09-25 14:40:00
user_00203,dashboard,engagement,2021-02-09 20:16:00
user_00280,search,engagement,2021-07-10 09:03:00
user_00367,search,engagement,2021-07-09 08:57:00
user_00836,dashboard,engagement,2021-08-12 08:04:00
user_00179,dashboard,engagement,2021-03-28 15:14:00
user_00771,notifications,engagement,2021-02-20 09:15:00
user_00634,bulk_edit,engagement,2021-02-14 17:44:00
user_00288,export,engagement,2021-09-10 17:56:00
user_01009,reporting,engagement,2021-11-04 17:43:00
user_01024,dashboard,engagement,2021-04-12 14:13:00
user_01403,reporting,engagement,2021-07-24 17:06:00
user_01239,notifications,engagement,2021-08-05 08:20:00
user_00624,search,engagement,2021-02-26 13:45:00
user_00680,dashboard,engagement,2021-02-13 18:22:00
user_00870,dashboard,engagement,2021-05-04 13:10:00
user_00183,search,engagement,2021-03-26 13:37:00
user_00738,bulk_edit,engagement,2021-05-30 13:16:00
user_01236,search,engagement,2021-05-11 11:20:00
user_00391,export,engagement,2021-03-18 15:32:00
user_00935,search,engagement,2021-10-11 11:41:00
user_00745,dashboard,engagement,2021-04-09 15:36:00
user_00886,export,engagement,2021-05-09 08:02:00
user_00597,dashboard,engagement,2021-10-09 08:50:00
user_00140,notifications,engagement,2021-10-19 17:50:00
user_01427,notifications,engagement,2021-06-04 12:37:00
user_01223,search,engagement,2021-06-04 08:59:00
user_00473,export,engagement,2021-05-26 19:38:00
user_01159,dashboard,engagement,2021-05-10 18:56:00
user_00849,dashboard,engagement,2021-04-27 17:28:00
user_01358,reporting,engagement,2021-10-28 16:52:00
user_00210,dashboard,engagement,2021-07-17 17:06:00
user_00304,bulk_edit,engagement,2021-06-25 14:32:00
user_00860,bulk_edit,engagement,2021-03-10 20:06:00
user_01325,notifications,engagement,2021-08-16 18:04:00
user_00582,export,engagement,2021-05-29 09:24:00
user_01100,search,engagement,2021-04-09 16:26:00
user_00950,notifications,engagement,2021-07-20 20:50:00
user_00375,notifications,engagement,2021-09-29 19:29:00
user_01392,reporting,engagement,2021-09-20 09:28:00
user_00026,reporting,engagement,2021-02-09 19:29:00
user_01257,notifications,engagement,2021-06-25 13:15:00
user_00845,reporting,engagement,2021-01-24 19:56:00
user_01034,dashboard,engagement,2021-10-24 19:33:00
user_00378,bulk_edit,engagement,2021-02-02 20:46:00
user_00267,notifications,engagement,2021-02-15 08:08:00
user_00467,notifications,engagement,2021-05-03 17:07:00
user_00179,export,engagement,2021-03-12 12:03:00
user_00775,bulk_edit,engagement,2021-09-08 14:22:00
user_00175,reporting,engagement,2021-10-12 13:50:00
user_01206,dashboard,engagement,2021-04-14 12:10:00
user_00103,reporting,engagement,2021-03-23 19:13:00
user_00288,notifications,engagement,2021-10-06 15:07:00
user_00036,dashboard,engagement,2021-10-06 10:46:00
user_00563,bulk_edit,engagement,2021-01-27 18:17:00
user_00303,search,engagement,2021-03-20 19:49:00
user_00954,export,engagement,2021-02-10 11:47:00
user_01448,dashboard,engagement,2021-06-17 18:51:00
user_00717,reporting,engagement,2021-07-17 10:19:00
user_01201,export,engagement,2021-08-28 09:27:00
user_01334,reporting,engagement,2021-04-08 11:34:00
user_00607,bulk_edit,engagement,2021-06-25 15:42:00
user_01367,bulk_edit,engagement,2021-07-25 17:24:00
user_01384,dashboard,engagement,2021-04-14 11:03:00
user_00977,reporting,engagement,2021-03-13 18:59:00
user_01276,dashboard,engagement,2021-11-22 14:18:00
user_01046,dashboard,engagement,2021-08-13 20:04:00
user_01415,bulk_edit,engagement,2021-07-18 20:56:00
user_01496,dashboard,engagement,2021-08-02 16:23:00
user_01201,notifications,engagement,2021-08-17 14:37:00
user_01254,bulk_edit,engagement,2021-04-06 19:38:00
user_00766,bulk_edit,engagement,2021-05-22 20:03:00
user_00590,search,engagement,2021-06-04 15:38:00
user_00249,bulk_edit,engagement,2021-11-15 12:52:00
user_00852,bulk_edit,engagement,2021-08-16 16:07:00
user_00515,reporting,engagement,2021-05-22 10:14:00
user_01487,search,engagement,2021-03-22 19:30:00
user_01203,notifications,engagement,2021-09-08 20:08:00
user_01237,bulk_edit,engagement,2021-10-19 08:17:00
user_00267,notifications,engagement,2021-02-13 20:26:00
user_00740,dashboard,engagement,2021-03-13 09:16:00
user_01370,search,engagement,2021-03-07 18:52:00
user_01248,export,engagement,2021-03-13 09:53:00
user_00055,dashboard,engagement,2021-10-26 09:17:00
user_00416,dashboard,engagement,2021-02-26 17:49:00
user_00256,export,engagement,2021-10-12 08:18:00
user_00026,dashboard,engagement,2021-02-10 12:22:00
user_00628,bulk_edit,engagement,2021-09-05 20:32:00
user_00460,dashboard,engagement,2021-04-09 09:39:00
user_00167,reporting,engagement,2021-10-13 10:37:00
user_00333,notifications,engagement,2021-01-20 11:56:00
user_00190,search,engagement,2021-11-03 19:30:00
user_00482,bulk_edit,engagement,2021-01-13 10:18:00
user_00281,bulk_edit,engagement,2021-02-22 13:09:00
user_01143,notifications,engagement,2021-10-24 11:03:00
user_00074,bulk_edit,engagement,2021-06-28 19:23:00
user_00001,bulk_edit,engagement,2021-06-25 11:31:00
user_01217,search,engagement,2021-05-18 13:15:00
user_01165,export,engagement,2021-03-27 12:37:00
user_01327,export,engagement,2021-03-01 20:30:00
user_01388,export,engagement,2021-10-02 11:04:00
user_01042,dashboard,engagement,2021-11-13 15:49:00
user_00892,reporting,engagement,2021-11-07 20:08:00
user_01387,bulk_edit,engagement,2021-07-21 13:44:00
user_01312,bulk_edit,engagement,2021-10-22 16:30:00
user_01455,search,engagement,2021-02-10 14:29:00
user_01276,notifications,engagement,2021-11-15 15:59:00
user_00040,export,engagement,2021-09-07 09:52:00
user_01206,dashboard,engagement,2021-04-12 08:16:00
user_00636,reporting,engagement,2021-04-22 20:58:00
user_01480,search,engagement,2021-10-18 18:48:00
user_00213,search,engagement,2021-06-04 17:55:00
user_00606,reporting,engagement,2021-11-05 09:13:00
user_00210,bulk_edit,engagement,2021-07-22 13:19:00
user_01459,dashboard,engagement,2021-05-19 12:08:00
user_01438,dashboard,engagement,2021-05-29 14:30:00
user_00829,bulk_edit,engagement,2021-08-04 15:08:00
user_00712,search,engagement,2021-04-23 11:07:00
user_00634,bulk_edit,engagement,2021-02-18 10:42:00
user_01329,notifications,engagement,2021-04-06 11:36:00
user_00986,dashboard,engagement,2021-02-19 12:17:00
user_00419,notifications,engagement,2021-10-11 20:02:00
user_00949,notifications,engagement,2021-02-10 20:38:00
user_00187,dashboard,engagement,2021-09-30 19:52:00
user_00608,notifications,engagement,2021-02-21 18:00:00
user_01386,notifications,engagement,2021-10-16 15:38:00
user_00984,search,engagement,2021-04-03 18:05:00
user_00686,search,engagement,2021-01-13 10:07:00
user_01193,dashboard,engagement,2021-06-08 20:42:00
user_00289,search,engagement,2021-08-11 14:44:00
user_00583,bulk_edit,engagement,2021-09-14 13:25:00
user_01088,notifications,engagement,2021-08-20 15:46:00
user_00271,export,engagement,2021-08-27 11:57:00
user_00370,search,engagement,2021-11-03 09:16:00
user_00366,reporting,engagement,2021-06-29 16:21:00
user_01272,bulk_edit,engagement,2021-08-08 20:54:00
user_00711,notifications,engagement,2021-05-14 10:47:00
user_00577,bulk_edit,engagement,2021-10-07 16:08:00
user_00132,reporting,engagement,2021-04-07 19:08:00
user_01418,export,engagement,2021-05-23 12:00:00
user_00957,bulk_edit,engagement,2021-03-31 08:30:00
user_00086,notifications,engagement,2021-11-21 14:49:00
user_00192,search,engagement,2021-02-27 12:15:00
user_01322,dashboard,engagement,2021-02-01 17:37:00
user_00647,search,engagement,2021-03-21 20:23:00
user_01378,export,engagement,2021-08-04 14:45:00
user_00929,notifications,engagement,2021-09-09 17:40:00
user_01162,search,engagement,2021-03-21 11:50:00
user_01144,bulk_edit,engagement,2021-03-03 17:39:00
user_00874,export,engagement,2021-03-10 13:41:00
user_00382,notifications,engagement,2021-09-05 09:07:00
user_00661,dashboard,engagement,2021-02-05 14:45:00
user_01453,dashboard,engagement,2021-07-04 11:53:00
